,Channel,Watch time,Stream time,Hours streamed in 2020,Daily streamtime (hours),Peak viewers,Average viewers,Followers,Followers gained,Views gained,Partnered,Mature,Language
254,Towelliee,512493780,185400,3090.0,8.465753424657533,19519,2763,722868,29007,14553085,True,False,English
255,IWillDominate,507431370,84015,1400.25,3.8363013698630137,24568,6039,830816,77365,9342165,True,False,English
256,WARDELL,505403430,148080,2468.0,6.761643835616439,16215,3412,627070,545208,16772661,True,True,English
257,Yogscast,503245935,399780,6663.0,18.254794520547946,59035,1258,966293,94055,15829743,True,False,English
258,epicenter_en1,501911745,59895,998.25,2.734931506849315,71162,8379,451612,47654,8137811,True,False,English
259,Distortion2,501381960,184305,3071.75,8.415753424657535,14150,2719,343413,65716,7327656,True,True,English
260,JoshOG,499152060,156045,2600.75,7.125342465753425,85051,3198,1746094,70754,29609890,True,False,English
261,loud_coringa,496708140,21570,359.5,0.9849315068493151,59407,23027,1014279,754411,4117530,True,False,Portuguese
262,VooDooSh,496693170,136665,2277.75,6.24041095890411,10536,3633,107461,75953,13168329,True,False,Russian
263,앰비션_ (lol_ambition),495265275,101565,1692.75,4.637671232876713,36101,4875,406903,104003,15757929,True,False,Korean
264,DreadzTV,495243915,103650,1727.5,4.732876712328767,28250,4777,685300,32417,21971625,True,True,Russian
265,ops1x,494461155,146565,2442.75,6.692465753424657,23490,3373,710579,642995,13659893,True,False,English
266,Alexby11,492988590,63315,1055.25,2.8910958904109587,53526,7785,2290750,1491717,14572193,True,False,Spanish
267,Xari,492843375,94590,1576.5,4.3191780821917805,28830,5209,319799,148326,7497029,True,False,French
268,Jankos,492351210,55200,920.0,2.5205479452054793,42426,8918,826129,425901,16761157,True,False,English
269,melharucos,492308940,137250,2287.5,6.267123287671233,13825,3586,356702,57472,18715924,True,True,Russian
270,Diegosaurs,490167270,99795,1663.25,4.556849315068493,32463,4911,587526,168909,7197019,True,True,English
271,ESL_SC2,489565935,321030,5350.5,14.658904109589042,40072,1524,326349,55567,10623063,True,False,English
272,Voyboy,488149440,97365,1622.75,4.445890410958904,21187,5013,1345675,216022,10270200,True,False,English
273,LosPollosTV,484954635,70680,1178.0,3.2273972602739724,54323,6860,538647,139387,9615528,True,False,English
274,Letshe,481103880,96960,1616.0,4.427397260273972,28808,4961,1339609,1050971,20587155,True,False,English
275,Chap,480308385,138855,2314.25,6.340410958904109,23633,3458,1345863,259840,11923241,True,False,English
276,MarkitoNavaja,478215375,49860,831.0,2.276712328767123,113035,9590,1378147,1322641,11194938,True,True,Spanish
277,Skyyart,476785545,156765,2612.75,7.1582191780821915,32577,3040,694023,298684,11429521,True,True,French
278,Giantwaffle,473544345,151380,2523.0,6.912328767123288,36340,3127,874416,-8267,7332002,True,False,English
279,Doigby,471923535,68220,1137.0,3.115068493150685,93577,6917,1263373,653253,13812281,True,False,French
280,winstrike_tv,471665835,31305,521.75,1.4294520547945206,157813,15066,337215,258844,16286144,True,False,Russian
281,ELoTRiX,470978400,75540,1259.0,3.4493150684931506,31194,6234,1040651,344480,7468849,True,True,German
282,mch_AGG,468489405,498210,8303.5,22.74931506849315,11191,939,263387,127805,11029115,True,False,Portuguese
283,knekro,467862645,112845,1880.75,5.152739726027397,20078,4145,399087,163688,12076882,True,False,Spanish
284,JesusAVGN,467672130,96330,1605.5,4.398630136986301,43859,4854,804844,253850,18276413,True,False,Russian
285,pqueen,466620495,92325,1538.75,4.215753424657534,29931,5053,1067480,743519,16846632,True,False,Turkish
286,Zizaran,466302480,168975,2816.25,7.715753424657534,13490,2759,294096,41761,17241200,True,False,English
287,StableRonaldo_,465733650,56250,937.5,2.5684931506849313,78767,8279,1471024,1331320,15954195,True,False,English
288,yeTz,465606375,117180,1953.0,5.35068493150685,26293,3973,880107,256771,12451970,True,False,Portuguese
289,Deadlyslob,460766670,125370,2089.5,5.7246575342465755,104568,3674,349706,122326,6182472,True,False,English
290,k3soju,457128330,131505,2191.75,6.004794520547946,9981,3475,147502,122036,5267074,True,False,English
291,BarbarousKing,453761400,189270,3154.5,8.642465753424657,18371,2396,168765,29679,5493709,True,True,English
292,s1mple,452729355,29100,485.0,1.3287671232876712,46489,15557,2100580,1030921,27984391,True,False,English
293,GingiTV,451825845,112485,1874.75,5.1363013698630136,63160,4016,234986,115248,10337751,True,True,English
294,jean_mago,451021635,122220,2037.0,5.580821917808219,163671,3689,544778,413227,12449686,True,False,Portuguese
295,PAGO3,449073390,153915,2565.25,7.028082191780822,20284,2917,476386,162836,13741955,True,False,Polish
296,IamCristinini,446995485,125625,2093.75,5.736301369863014,58228,3557,1614363,1168488,21994788,True,False,Spanish
297,Slushpuppy,445134285,160950,2682.5,7.3493150684931505,118125,2765,154681,102536,5955597,True,False,English
298,Kyle,444728415,158685,2644.75,7.245890410958904,7513,2802,204849,47529,4728621,True,True,English
299,FollowGrubby,444564990,142560,2376.0,6.50958904109589,15296,3117,435871,30758,11675170,True,False,English
300,DesertHeartsRecords,442560210,122625,2043.75,5.5993150684931505,33862,3608,125681,119983,95776102,True,False,English
301,INSCOPE21TV,440900400,53070,884.5,2.4232876712328766,51244,8307,745226,402630,10279974,True,True,German
302,RebirthzTV,438029565,114930,1915.5,5.247945205479452,11975,3810,294760,55526,6666538,True,False,Thai
303,ReventXz,437557290,100080,1668.0,4.5698630136986305,47282,4371,661499,409359,14426285,True,False,Spanish
304,김나성 (naseongkim),436384425,230160,3836.0,10.509589041095891,6294,1895,114522,25369,10757939,True,False,Korean
305,Mithrain,436180680,97620,1627.0,4.457534246575342,40183,4467,1413614,396260,22044297,True,False,Turkish
306,Shaunz,435140070,99570,1659.5,4.546575342465753,20861,4369,176143,75270,14140019,True,False,French
307,m0xyy,434957085,132945,2215.75,6.07054794520548,25387,3271,622038,366041,7305213,True,False,English
308,ANGRYPUG,434754030,202935,3382.25,9.266438356164384,21892,2141,420767,84960,6170957,True,True,English
309,DarioMocciaTwitch,434680230,151620,2527.0,6.923287671232877,22241,2866,184357,133846,7971018,True,False,Italian
310,Felps,430645365,128145,2135.75,5.851369863013699,15553,3360,1001159,385402,9029841,True,False,Portuguese
311,Conterstine,426909030,113520,1892.0,5.183561643835616,18090,3760,536313,428119,8792438,True,False,Spanish
312,AntoineDanielLive,426696480,63105,1051.75,2.8815068493150684,26799,6761,564954,292143,11111522,True,True,French
313,殺梗 (xargon0731),425712120,150195,2503.25,6.858219178082192,8406,2833,292795,20245,18747407,True,False,Chinese
314,crokeyz,425259345,170820,2847.0,7.8,6197,2489,80310,39547,4784008,True,False,English
315,fl0m,422547975,191940,3199.0,8.764383561643836,19873,2201,689866,170102,13190253,True,False,English
316,Staiy,421180515,93600,1560.0,4.273972602739726,15429,4499,267407,81082,6730052,True,False,German
317,OGADotaPIT,420958245,31695,528.25,1.4472602739726028,78693,13281,197431,85928,17044137,True,False,English
318,QuattroAce,418425165,187950,3132.5,8.582191780821917,48810,2225,188908,142622,11510840,True,False,Russian
319,RiotGamesJP,417632475,30555,509.25,1.3952054794520548,60682,13667,151776,34867,10019656,True,False,Japanese
320,SummonersInnLive,417300435,42900,715.0,1.9589041095890412,50848,9726,524569,33585,9106255,True,False,German
321,BotezLive,415698270,121575,2026.25,5.551369863013699,36278,3418,590262,435572,24577202,True,False,English
322,懶貓 (failverde),413535150,179460,2991.0,8.194520547945206,14610,2303,187676,35658,13603537,True,False,Chinese
323,masondota2,412345125,117630,1960.5,5.3712328767123285,9100,3504,140147,60093,5602659,True,False,English
324,bysTaXx,411014820,60975,1016.25,2.7842465753424657,259210,6740,1437523,867530,13251824,True,False,Spanish
325,ElcanaldeJoaco,410860605,26025,433.75,1.1883561643835616,121885,15786,1202951,1093085,9676632,True,True,Spanish
326,goncho,410333790,81495,1358.25,3.7212328767123286,36494,5034,763269,499379,14291343,True,True,Spanish
327,daltoosh,409699305,157215,2620.25,7.178767123287671,16445,2605,330794,199744,5259782,True,False,English
328,buddha,409362420,150375,2506.25,6.866438356164384,11971,2721,283226,23552,5793575,True,True,English
329,Elwind,409359510,60000,1000.0,2.73972602739726,18539,6822,836328,243240,14673395,True,False,Turkish
330,AdinRoss,405969225,82410,1373.5,3.763013698630137,39398,4925,605349,880901,3970066,True,False,English
331,IlloJuan,404983605,66795,1113.25,3.05,26038,6062,523151,255723,9165036,True,False,Spanish
332,NateHill,404178630,113145,1885.75,5.166438356164384,41610,3571,1454335,688996,15440336,True,False,English
333,Syndicate,403806375,85650,1427.5,3.910958904109589,22900,4714,3104906,208293,13563897,True,False,English
334,72hrs,403218150,120000,2000.0,5.47945205479452,30702,3359,1055589,232346,9645987,True,False,English
335,AsmodaiTV,403086450,144495,2408.25,6.597945205479452,15747,2789,255279,27110,6652645,True,False,English
336,Steelmage,400970295,174990,2916.5,7.99041095890411,10518,2290,82345,41957,7621621,True,False,English
337,Mibrtv,400622655,62730,1045.5,2.8643835616438356,151094,6385,383959,270209,9906839,True,False,Portuguese
338,QuackityHQ,399378540,19380,323.0,0.8849315068493151,145389,20607,2187713,1371915,7944264,True,False,English
339,UnknownxArmy,397787190,91770,1529.5,4.19041095890411,41700,4334,1076679,911259,14753427,True,False,English
340,CooLifeGame,397668450,107085,1784.75,4.88972602739726,17563,3713,448762,205067,15433489,True,False,Spanish
341,BlackUFA,397502985,95640,1594.0,4.367123287671233,12553,4155,297848,42606,16192002,True,False,Russian
342,Anthony_Kongphan,397001175,170760,2846.0,7.7972602739726025,49085,2324,503074,76157,7768265,True,False,English
343,WELOVEGAMES,396918435,125850,2097.5,5.7465753424657535,27956,3153,433567,50181,26395065,True,False,Russian
344,bateson87,395405025,108615,1810.25,4.9595890410958905,19144,3639,735289,269381,19355428,True,False,English
345,BobbyPoffGaming,394231410,238005,3966.75,10.867808219178082,20664,1655,170115,104655,2703510,True,False,English
346,boyMinORu,393675900,153840,2564.0,7.024657534246575,22141,2558,392123,73889,18559500,True,True,Thai
347,modestal,393391350,53520,892.0,2.4438356164383563,28931,7349,409783,240718,14559719,True,False,Russian
348,GeorgeNotFound,393213105,13425,223.75,0.613013698630137,114009,29289,2151092,1930123,7323864,True,False,English
349,Dhalucard,393049140,120390,2006.5,5.497260273972603,22306,3264,363410,155876,11728317,True,False,German
350,Annoying,391840485,93000,1550.0,4.2465753424657535,17361,4212,534759,222625,3187350,True,False,English
351,Loeya,391720065,142155,2369.25,6.491095890410959,6845,2755,1341264,324379,20449754,True,False,English
352,오킹 (obm1025),391550535,105705,1761.75,4.826712328767123,10821,3703,524749,241982,9971339,True,False,Korean
353,KingGeorge,391048575,150075,2501.25,6.852739726027397,13819,2605,863960,228318,6498046,True,False,English
354,철면수심 (109ace),386092515,150360,2506.0,6.865753424657535,11058,2567,184750,34314,10290285,True,False,Korean
355,DavyJones,386006970,126270,2104.5,5.765753424657534,48961,3056,1210764,708483,20403296,True,False,Portuguese
356,A_Seagull,383898255,89880,1498.0,4.104109589041096,28779,4270,1019180,36769,6115504,True,True,English
357,Dota2ruhub2,381552015,77640,1294.0,3.5452054794520547,54508,4913,270121,83257,18336514,True,False,Russian
358,pijack11,381252015,159585,2659.75,7.286986301369863,10571,2388,339981,183952,10137626,True,True,Portuguese
359,BurkeBlack,380226360,175110,2918.5,7.995890410958904,9055,2170,281724,11175,5694515,True,True,English
360,Aurateur,380157780,164430,2740.5,7.508219178082192,15547,2311,147008,17809,4291978,True,True,English
361,DatModz,379326390,228990,3816.5,10.456164383561644,14242,1655,278598,28031,7557378,True,False,English
362,polsatgames,377932605,65460,1091.0,2.989041095890411,37115,5772,182655,86017,19256609,True,False,Polish
363,Etoiles,376718040,103035,1717.25,4.704794520547945,220035,3655,387843,275851,13484887,True,False,French
364,Rammus53,374450130,109725,1828.75,5.010273972602739,12977,3412,1162532,448043,13470746,True,True,Turkish
365,The_Happy_Hob,374114085,103770,1729.5,4.738356164383561,12806,3604,233819,44223,5039941,True,True,English
366,resttpowered,373784835,143520,2392.0,6.553424657534246,14112,2604,283128,51315,9846414,True,False,Slovak
367,Jelty,373025655,85785,1429.75,3.9171232876712327,26811,4347,996266,799347,10054876,True,False,Spanish
368,supertf,372618120,118200,1970.0,5.397260273972603,9118,3151,268302,183533,5440946,True,False,English
369,Shotz,372335100,140250,2337.5,6.404109589041096,10316,2654,172332,40844,5120771,True,True,English
370,FPSThailand,371962545,154500,2575.0,7.054794520547945,38563,2407,416853,73494,19352531,True,True,Thai
371,karljacobs,371958975,18705,311.75,0.8541095890410959,119612,19885,1451180,1123222,6589650,True,False,English
372,eldemente,369799275,66765,1112.75,3.0486301369863016,51264,5538,1130975,1018299,7710097,True,False,Spanish
373,KingRichard,369655230,98670,1644.5,4.505479452054795,17327,3746,1541107,109002,6512891,True,False,English
374,ALOHADANCETV,368886690,107835,1797.25,4.923972602739726,29128,3420,589644,102278,16778866,True,True,Russian
375,adolfz,368841615,78480,1308.0,3.5835616438356164,15928,4699,359215,168653,3274696,True,True,Portuguese
376,singsing,367681170,142560,2376.0,6.50958904109589,11839,2578,585743,16612,6412802,True,True,English
377,TheKAIRI78,367349610,65775,1096.25,3.0034246575342465,47081,5584,1016669,677953,5648514,True,False,French
378,加藤純一です (kato_junichi0817),367330380,26040,434.0,1.189041095890411,82055,14105,243755,204510,5178131,True,False,Japanese
379,羅傑 (roger9527),367322835,59550,992.5,2.719178082191781,13261,6167,138439,27386,6449640,True,False,Chinese
380,Minos,365022915,164115,2735.25,7.493835616438356,24576,2223,220217,164334,5858781,True,False,French
381,just_ns,364413045,105585,1759.75,4.821232876712329,22751,3450,382745,81631,13282347,True,True,Russian
382,Veritas,363472995,128175,2136.25,5.852739726027397,107563,2835,214758,116260,3584192,True,False,English
383,Sjow,363318045,142995,2383.25,6.529452054794521,8140,2540,242541,17615,3629284,True,False,English
384,똘똘똘이_ (jungtaejune),362985675,176160,2936.0,8.043835616438356,11914,2059,136509,21648,11563190,True,True,Korean
385,SkyrrozTV,361591485,102765,1712.75,4.692465753424657,26848,3518,733180,277018,9295816,True,False,French
386,Arcadum,360115800,150015,2500.25,6.85,19970,2400,196844,141140,5388461,True,False,English
387,Grimmmz,359494170,176430,2940.5,8.056164383561644,21993,2037,1025735,33898,8029001,True,True,English
388,MuTeX,358680465,160800,2680.0,7.342465753424658,15936,2230,401904,268438,4855711,True,True,English
389,TheRealzBlueWater,358300125,237510,3958.5,10.845205479452055,36443,1508,33521,15518,202673,True,False,English
390,HGmony,357746340,113865,1897.75,5.199315068493151,21999,3141,36166,31524,154966173,False,False,Russian
391,RocketBeansTV,357631935,514515,8575.25,23.493835616438357,6259,694,436057,32734,6016729,False,False,German
392,LigaPro1,356308605,260670,4344.5,11.902739726027397,11533,1366,40456,36453,69935517,False,False,Other
393,RakanooLive,355520175,121215,2020.25,5.534931506849315,22607,2932,1420914,523295,5575150,True,False,Arabic
394,orangemorange,354907500,126975,2116.25,5.7979452054794525,18387,2794,296511,89120,10475827,True,True,German
395,Philza,354196950,61560,1026.0,2.8109589041095893,67181,5753,1509931,835210,9431030,True,False,English
396,gratis150ml,353800875,211530,3525.5,9.658904109589042,12465,1672,793194,141938,13042465,True,False,Portuguese
397,LuluLuvely,352796625,107820,1797.0,4.923287671232877,14060,3271,663164,467962,9064221,True,False,English
398,ilMasseo,352166760,89685,1494.75,4.095205479452055,43687,3926,1107549,755481,7547456,True,False,Italian
399,실프_ (silphtv),350159250,186015,3100.25,8.493835616438357,8222,1881,323315,71187,6778267,True,False,Korean
400,kyo1984123,349887405,212565,3542.75,9.706164383561644,5967,1645,146533,18886,12890130,True,False,Chinese
401,natalan,349844490,90600,1510.0,4.136986301369863,9561,3860,875341,713065,6838523,True,True,Spanish
402,roflgator,349326015,129360,2156.0,5.906849315068493,15995,2699,149670,77093,3149537,True,True,English
403,SNEUX,347691600,57795,963.25,2.639041095890411,48713,6015,285216,226700,6670105,True,False,Spanish
404,EASPORTSFIFA,347082855,12945,215.75,0.5910958904109589,324655,26811,1753940,673586,9303244,False,False,English
